outcome,term,estimate,std_error,t_value,p_value_normal_approx,n_obs,resid_variance
healthy_weight_diff,Intercept(MQ),-125.91249999999997,84.30166021867538,-1.4935945469328553,0.13528162558813328,8,28427.079662499982
healthy_weight_diff,Cultivar_St,128.49749999999997,119.22055121181916,1.0778133358207551,0.2811170669532066,8,28427.079662499982
pct_rotten_count_diff,Intercept(MQ),-0.032215325278061584,0.01832067539687186,-1.7584136272378992,0.07867715612212711,8,0.0013425885879901837
pct_rotten_count_diff,Cultivar_St,-0.01492127603396805,0.025909347618091275,-0.575903193469419,0.5646806169660312,8,0.0013425885879901837
pct_rotten_weight_diff,Intercept(MQ),-0.025494462429961322,0.012302108260250093,-2.072365312564973,0.03823138569644691,8,0.0006053674705876543
pct_rotten_weight_diff,Cultivar_St,0.02068202200131293,0.017397808347427764,1.1887716882667425,0.23452952180111009,8,0.0006053674705876543
