model_name,optimizer,outcome,term,estimate,std_error,z_value,p_value,ci_low,ci_high,n_obs,n_groups,converged,log_likelihood,aic,bic
acute_mixedlm,lbfgs,pct_rotten_count,C(cultivar)[T.St]:C(heat_level)[T.C]:C(is_control)[T.1],0.1720282224501659,0.09516495343745147,1.807684617459871,0.07065560004245054,-0.014491658877670205,0.35854810377800206,48,24,True,68.33373715774255,-100.6674743154851,-66.98585611914305
acute_mixedlm,lbfgs,pct_rotten_count,C(cultivar)[T.St]:C(heat_level)[T.D]:C(is_control)[T.1],0.0497965350019903,0.09516495343745147,0.5232654796045246,0.6007895200269974,-0.13672334632584582,0.23631641632982642,48,24,True,68.33373715774255,-100.6674743154851,-66.98585611914305
acute_mixedlm,lbfgs,pct_rotten_count,Group Var,2.2061274404189522e-07,0.204753782489917,1.0774538148166283e-06,0.9999991403162362,-0.40130981876584126,0.4013102599913293,48,24,True,68.33373715774255,-100.6674743154851,-66.98585611914305
acute_mixedlm,lbfgs,pct_rotten_weight,Intercept,0.1026877243015187,0.03213227052232004,3.195781768057403,0.001394525450373224,0.03970963133627339,0.16566581726676402,48,24,True,70.54402492734907,-105.08804985469814,-71.4064316583561
acute_mixedlm,lbfgs,pct_rotten_weight,C(cultivar)[T.St],-0.0035198833279602875,0.04544189276250623,-0.07745899464083321,0.9382584107625257,-0.09258435653180384,0.08554458987588327,48,24,True,70.54402492734907,-105.08804985469814,-71.4064316583561
acute_mixedlm,lbfgs,pct_rotten_weight,C(heat_level)[T.B],0.016464484090684302,0.04544189276250625,0.3623195049716111,0.7171132841046398,-0.07259998911315929,0.10552895729452791,48,24,True,70.54402492734907,-105.08804985469814,-71.4064316583561
acute_mixedlm,lbfgs,pct_rotten_weight,C(heat_level)[T.C],0.04314188949492092,0.04544189276250625,0.9493858391945539,0.3424244098825011,-0.04592258370892268,0.1322063626987645,48,24,True,70.54402492734907,-105.08804985469814,-71.4064316583561
acute_mixedlm,lbfgs,pct_rotten_weight,C(heat_level)[T.D],0.0800339722568768,0.04544189276250625,1.7612376463973396,0.07819818869596215,-0.009030500946966794,0.1690984454607204,48,24,True,70.54402492734907,-105.08804985469814,-71.4064316583561
acute_mixedlm,lbfgs,pct_rotten_weight,C(is_control)[T.1],-0.08083713313291192,0.04525182609370317,-1.786383890133452,0.07403712221726749,-0.16952908251124,0.007854816245416132,48,24,True,70.54402492734907,-105.08804985469814,-71.4064316583561
acute_mixedlm,lbfgs,pct_rotten_weight,C(cultivar)[T.St]:C(heat_level)[T.B],-0.07206884856189612,0.06426454104464013,-1.1214403369322263,0.2621004743790817,-0.19802503449238684,0.05388733736859459,48,24,True,70.54402492734907,-105.08804985469814,-71.4064316583561
acute_mixedlm,lbfgs,pct_rotten_weight,C(cultivar)[T.St]:C(heat_level)[T.C],-0.08969310785442543,0.06426454104464013,-1.39568580738983,0.16280913003273023,-0.21564929378491615,0.03626307807606528,48,24,True,70.54402492734907,-105.08804985469814,-71.4064316583561
acute_mixedlm,lbfgs,pct_rotten_weight,C(cultivar)[T.St]:C(heat_level)[T.D],-0.02418234044512478,0.06426454104464013,-0.37629367691783533,0.7066985795579024,-0.15013852637561548,0.10177384548536593,48,24,True,70.54402492734907,-105.08804985469814,-71.4064316583561
acute_mixedlm,lbfgs,pct_rotten_weight,C(cultivar)[T.St]:C(is_control)[T.1],-0.011718914890697383,0.06399574618386372,-0.1831202164129506,0.8547036935759615,-0.13714827257483686,0.1137104427934421,48,24,True,70.54402492734907,-105.08804985469814,-71.4064316583561
acute_mixedlm,lbfgs,pct_rotten_weight,C(heat_level)[T.B]:C(is_control)[T.1],-0.00413791712191257,0.06399574618386376,-0.06465925266382669,0.9484453065601586,-0.12956727480605215,0.121291440562227,48,24,True,70.54402492734907,-105.08804985469814,-71.4064316583561
acute_mixedlm,lbfgs,pct_rotten_weight,C(heat_level)[T.C]:C(is_control)[T.1],-0.0359142434466294,0.06399574618386376,-0.561197354327982,0.5746630063377771,-0.16134360113076895,0.08951511423751017,48,24,True,70.54402492734907,-105.08804985469814,-71.4064316583561
acute_mixedlm,lbfgs,pct_rotten_weight,C(heat_level)[T.D]:C(is_control)[T.1],-0.07148918537668944,0.06399574618386375,-1.117092770061569,0.2639546614921938,-0.19691854306082898,0.0539401723074501,48,24,True,70.54402492734907,-105.08804985469814,-71.4064316583561
acute_mixedlm,lbfgs,pct_rotten_weight,C(cultivar)[T.St]:C(heat_level)[T.B]:C(is_control)[T.1],0.07392344180839676,0.09050365218740634,0.8168006486116509,0.41404236150923723,-0.10346045694825935,0.2513073405650529,48,24,True,70.54402492734907,-105.08804985469814,-71.4064316583561
acute_mixedlm,lbfgs,pct_rotten_weight,C(cultivar)[T.St]:C(heat_level)[T.C]:C(is_control)[T.1],0.0963961849636699,0.09050365218740634,1.0651082319204297,0.286826954514271,-0.08098771379298621,0.27378008372032603,48,24,True,70.54402492734907,-105.08804985469814,-71.4064316583561
acute_mixedlm,lbfgs,pct_rotten_weight,C(cultivar)[T.St]:C(heat_level)[T.D]:C(is_control)[T.1],0.026254160978270106,0.09050365218740634,0.29008951952464296,0.7717477534462182,-0.151129737778386,0.2036380597349262,48,24,True,70.54402492734907,-105.08804985469814,-71.4064316583561
acute_mixedlm,lbfgs,pct_rotten_weight,Group Var,0.008418039409610435,0.20756662542637655,0.040555842695415865,0.9676499875953387,-0.39840507081860344,0.4152411496378243,48,24,True,70.54402492734907,-105.08804985469814,-71.4064316583561
