n_pairs,mean_diff_heat_minus_control,sd_diff,se_diff,t_stat,p_value,cultivar
8,40.957975287743835,273.68926388973756,96.76376721719396,0.423278014753295,0.6847936480609327,
4,206.52393498220243,226.5103491694402,113.2551745847201,1.8235275848496706,0.16573608585121863,MQ
4,-124.60798440671476,224.44240631736173,112.22120315868086,-1.1103782609648105,0.3478302208766053,St
