n_pairs,mean_control_temp_c,mean_otc_temp_c,mean_diff_otc_minus_control,mean_otc_gap_to_40_c,mean_otc_pct_points_ge_40,sd_diff,se_diff,t_stat,p_value,heat_level
22,22.271244849969044,38.33078107086624,16.059536220897193,-1.669218929133763,0.3829232767047321,3.4021422630851563,0.725339167633453,22.140726624889517,4.863611869984568e-16,
6,22.56833333333333,38.03858126721763,15.4702479338843,-1.96141873278237,0.33746556473829203,1.4287277054646497,0.5832756432943009,26.52304808496615,1.4242781036788954e-06,A
10,21.556283857637965,37.805009556205064,16.248725698567103,-2.194990443794936,0.39309491452685785,4.373122338092616,1.3829027074933589,11.749724409766646,9.212309511233884e-07,B
6,23.165758020489886,39.499266732283466,16.33350871179358,-0.5007332677165349,0.411428258967629,3.401471744879251,1.3886450249080875,11.762191502378135,7.812752297283711e-05,C
